doc_id,line_no,description,quantity,unit_price,discount_pct,line_amount
RCT-0000095,2,Persistent asynchronous groupware,2,7.93,10,14.27
RCT-0000096,1,Multi-lateral responsive service-desk,1,5.61,0,5.61
RCT-0000096,2,Organic high-level monitoring,1,3.81,10,3.43
RCT-0000096,3,Up-sized mission-critical migration,1,3.59,10,3.23
RCT-0000096,4,Visionary next generation superstructure,1,11.14,10,10.03
RCT-0000096,5,Networked needs-based approach,2,12.95,5,24.6
RCT-0000096,6,Virtual mobile flexibility,1,16.07,15,13.66
RCT-0000096,7,Balanced scalable productivity,1,11.49,15,9.77
RCT-0000096,8,Digitized foreground intranet,1,13.87,0,13.87
RCT-0000097,1,Horizontal context-sensitive monitoring,1,34.78,0,34.78
RCT-0000097,2,Synergistic asymmetric artificial intelligence,1,29.18,0,29.18
RCT-0000098,1,Enhanced intangible matrix,1,28.02,5,26.62
RCT-0000098,2,Persistent heuristic ability,1,24.77,0,24.77
RCT-0000098,3,Advanced composite software,1,19.28,15,16.39
RCT-0000098,4,Pre-emptive background forecast,4,4.16,0,16.64
RCT-0000099,1,De-engineered full-range intranet,5,10.48,0,52.4
RCT-0000099,2,Down-sized intermediate open architecture,1,14.79,10,13.31
RCT-0000099,3,Adaptive user-facing focus group,2,6.65,15,11.3
RCT-0000099,4,Future-proofed zero-defect neural-net,1,39.92,0,39.92
RCT-0000099,5,Configurable discrete Internet solution,1,9.69,10,8.72
RCT-0000099,6,Networked mission-critical success,6,3.91,5,22.29
RCT-0000099,7,Reverse-engineered optimal functionalities,1,9.3,10,8.37
RCT-0000099,8,Down-sized content-based encoding,2,16.35,5,31.07
RCT-0000100,1,Synergistic national time-frame,7,6.65,5,44.22
RCT-0000100,2,Fully-configurable radical task-force,2,11.04,10,19.87
RCT-0000100,3,Decentralized eco-centric infrastructure,4,3.96,15,13.46
RCT-0000100,4,Exclusive responsive project,1,8.96,0,8.96
RCT-0000100,5,Re-engineered contextually-based interface,2,12.32,0,24.64
RCT-0000100,6,Reactive discrete task-force,1,11.46,5,10.89
RCT-0000100,7,Optional upward-trending help-desk,2,21.44,0,42.88
RCT-0000101,1,Mandatory reciprocal hierarchy,1,6.16,15,5.24
RCT-0000101,2,Phased maximized Internet solution,1,15.66,15,13.31
RCT-0000101,3,Profound web-enabled time-frame,1,18.13,10,16.32
RCT-0000101,4,Integrated methodical analyzer,1,7.47,15,6.35
RCT-0000101,5,Fully-configurable zero tolerance flexibility,1,6.62,0,6.62
RCT-0000101,6,Virtual needs-based implementation,1,40.19,0,40.19
RCT-0000102,1,Polarized incremental algorithm,1,9.87,0,9.87
RCT-0000102,2,User-friendly encompassing software,2,16.21,10,29.18
RCT-0000103,1,Intuitive grid-enabled open architecture,3,16.72,0,50.16
RCT-0000103,2,Business-focused leadingedge framework,5,4.57,5,21.71
RCT-0000104,1,Networked client-driven matrices,1,14.08,15,11.97
RCT-0000105,1,Mandatory local hub,2,13.57,0,27.14
RCT-0000105,2,Grass-roots regional task-force,1,40.38,10,36.34
RCT-0000105,3,Focused disintermediate superstructure,1,13.57,15,11.53
RCT-0000105,4,Visionary optimal array,1,20.83,0,20.83
RCT-0000105,5,Sharable executive standardization,1,21.48,15,18.26
RCT-0000105,6,Versatile 6thgeneration knowledgebase,2,10.09,15,17.15
RCT-0000105,7,Persevering interactive orchestration,3,54.54,0,163.62
RCT-0000106,1,User-friendly methodical circuit,1,7.2,0,7.2
RCT-0000106,2,Vision-oriented reciprocal system engine,2,3.93,15,6.68
RCT-0000106,3,Fundamental 24/7 help-desk,2,2.93,15,4.98
RCT-0000106,4,Configurable global hierarchy,5,8.71,15,37.02
RCT-0000106,5,Self-enabling systematic architecture,1,3.52,15,2.99
RCT-0000106,6,Expanded static data-warehouse,1,7.51,0,7.51
RCT-0000106,7,Visionary cohesive alliance,1,12.22,10,11.0
RCT-0000106,8,Multi-lateral mobile array,5,14.53,10,65.38
RCT-0000107,1,Profit-focused encompassing hierarchy,1,9.36,5,8.89
RCT-0000107,2,Team-oriented reciprocal website,2,7.47,0,14.94
RCT-0000108,1,Multi-channeled heuristic installation,1,8.63,5,8.2
RCT-0000108,2,Multi-lateral leadingedge definition,1,17.81,15,15.14
RCT-0000108,3,Upgradable static software,4,5.89,0,23.56
RCT-0000108,4,Business-focused hybrid service-desk,3,7.49,0,22.47
RCT-0000108,5,Phased cohesive matrix,1,15.35,0,15.35
RCT-0000108,6,Multi-lateral holistic customer loyalty,1,13.06,0,13.06
RCT-0000109,1,Versatile background Graphic Interface,1,3.81,10,3.43
RCT-0000109,2,Multi-channeled full-range ability,1,25.39,0,25.39
RCT-0000109,3,Progressive full-range encoding,3,8.79,0,26.37
RCT-0000109,4,Automated reciprocal policy,1,5.46,10,4.91
RCT-0000109,5,Seamless transitional complexity,1,4.69,0,4.69
RCT-0000109,6,Profit-focused 5thgeneration emulation,5,25.67,10,115.52
RCT-0000110,1,Synchronized incremental moderator,1,2.72,0,2.72
RCT-0000110,2,Synergistic fresh-thinking encoding,1,16.32,0,16.32
RCT-0000110,3,Switchable full-range project,3,22.04,0,66.12
RCT-0000110,4,Versatile incremental knowledge user,3,9.28,10,25.06
RCT-0000110,5,Customizable multi-tasking algorithm,1,37.1,10,33.39
RCT-0000110,6,Reduced empowering circuit,1,6.1,5,5.79
RCT-0000111,1,Synchronized user-facing function,2,17.71,15,30.11
RCT-0000112,1,Polarized systemic system engine,1,13.18,5,12.52
RCT-0000112,2,De-engineered stable infrastructure,1,41.32,0,41.32
RCT-0000112,3,Cross-platform 24/7 infrastructure,1,10.01,0,10.01
RCT-0000112,4,Multi-channeled composite knowledge user,1,16.4,15,13.94
RCT-0000112,5,Stand-alone contextually-based Local Area Network,1,13.12,0,13.12
RCT-0000112,6,Self-enabling multi-tasking installation,1,4.18,0,4.18
RCT-0000112,7,Multi-tiered object-oriented parallelism,1,11.0,10,9.9
RCT-0000112,8,Monitored cohesive collaboration,1,8.04,0,8.04
RCT-0000113,1,Persevering non-volatile secured line,1,13.18,0,13.18
RCT-0000113,2,De-engineered high-level capacity,1,16.64,10,14.98
RCT-0000114,1,Decentralized zero administration database,1,31.16,0,31.16
RCT-0000114,2,Universal homogeneous data-warehouse,2,2.38,10,4.28
RCT-0000114,3,Operative next generation leverage,2,12.19,0,24.38
RCT-0000115,1,Public-key global forecast,1,4.91,5,4.66
RCT-0000116,1,Business-focused 4thgeneration data-warehouse,4,17.89,0,71.56
RCT-0000116,2,Expanded explicit adapter,1,57.6,15,48.96
RCT-0000117,1,Exclusive uniform artificial intelligence,1,9.63,10,8.67
RCT-0000117,2,Synchronized fault-tolerant encryption,1,7.01,0,7.01
RCT-0000117,3,Distributed analyzing budgetary management,2,8.75,0,17.5
RCT-0000118,1,Extended upward-trending workforce,4,4.96,0,19.84
RCT-0000118,2,Cloned hybrid product,1,1.86,0,1.86
RCT-0000118,3,Grass-roots discrete application,1,14.61,0,14.61
RCT-0000119,1,Reverse-engineered 4thgeneration approach,3,11.8,15,30.09
RCT-0000119,2,Horizontal intangible collaboration,1,7.13,10,6.42
RCT-0000119,3,Phased 5thgeneration orchestration,1,5.65,0,5.65
RCT-0000119,4,Horizontal clear-thinking toolset,1,21.91,0,21.91
RCT-0000119,5,Synchronized explicit firmware,2,29.11,0,58.22
RCT-0000119,6,Quality-focused grid-enabled policy,3,13.36,0,40.08
RCT-0000119,7,Advanced optimal data-warehouse,3,2.83,10,7.64
RCT-0000120,1,Sharable directional info-mediaries,3,10.69,15,27.26
RCT-0000120,2,Object-based full-range paradigm,1,15.39,0,15.39
RCT-0000120,3,Mandatory dynamic contingency,4,9.89,0,39.56
RCT-0000120,4,Multi-tiered mission-critical software,1,10.71,0,10.71
RCT-0000120,5,Operative tertiary groupware,3,7.47,0,22.41
RCT-0000121,1,Progressive hybrid capability,4,10.04,0,40.16
RCT-0000121,2,Team-oriented logistical extranet,1,23.53,5,22.35
RCT-0000121,3,User-centric incremental collaboration,6,13.93,5,79.4
RCT-0000121,4,Managed bifurcated open architecture,1,8.23,0,8.23
RCT-0000122,1,Enterprise-wide leadingedge Local Area Network,1,9.91,0,9.91
RCT-0000122,2,Total local frame,11,31.26,15,292.28
RCT-0000122,3,Operative neutral system engine,1,5.73,15,4.87
RCT-0000122,4,Multi-channeled actuating Graphic Interface,1,7.52,15,6.39
RCT-0000123,1,Diverse tertiary structure,1,10.69,10,9.62
RCT-0000123,2,Devolved static matrices,1,7.91,0,7.91
RCT-0000123,3,Integrated needs-based interface,2,30.04,0,60.08
RCT-0000123,4,Programmable directional hardware,1,23.99,15,20.39
RCT-0000123,5,Future-proofed static task-force,1,10.52,10,9.47
RCT-0000123,6,Focused 3rdgeneration hierarchy,1,53.36,0,53.36
RCT-0000123,7,Seamless asymmetric open architecture,3,14.7,0,44.1
RCT-0000123,8,Diverse multi-tasking framework,1,35.13,0,35.13
RCT-0000124,1,Front-line bifurcated secured line,2,32.38,10,58.28
RCT-0000124,2,Digitized neutral extranet,2,16.29,0,32.58
RCT-0000124,3,Centralized explicit definition,3,5.47,0,16.41
RCT-0000124,4,Business-focused systematic firmware,2,12.68,10,22.82
RCT-0000124,5,Intuitive even-keeled definition,1,7.36,0,7.36
RCT-0000124,6,Up-sized empowering utilization,1,17.64,10,15.88
RCT-0000124,7,Switchable dedicated function,4,15.63,10,56.27
RCT-0000125,1,Business-focused static product,2,14.19,10,25.54
RCT-0000125,2,Reactive intermediate open system,1,21.09,10,18.98
RCT-0000125,3,Switchable systematic application,1,15.14,0,15.14
RCT-0000125,4,Organic next generation implementation,2,11.42,5,21.7
RCT-0000125,5,Managed web-enabled hierarchy,2,5.2,0,10.4
RCT-0000125,6,User-centric interactive superstructure,1,7.84,10,7.06
RCT-0000125,7,Total fresh-thinking standardization,1,6.02,0,6.02
RCT-0000125,8,Sharable content-based knowledge user,1,22.1,15,18.79
RCT-0000126,1,Pre-emptive modular workforce,1,10.92,0,10.92
RCT-0000126,2,Right-sized impactful emulation,1,14.23,0,14.23
RCT-0000126,3,Enterprise-wide value-added leverage,1,8.71,0,8.71
RCT-0000126,4,User-centric didactic system engine,3,26.47,5,75.44
RCT-0000126,5,Profit-focused optimal Graphical User Interface,1,18.5,0,18.5
RCT-0000126,6,Exclusive intangible model,2,13.05,0,26.1
RCT-0000126,7,Front-line non-volatile support,2,11.74,0,23.48
RCT-0000126,8,Focused 5thgeneration solution,1,6.87,0,6.87
RCT-0000127,1,Visionary value-added encoding,2,7.95,15,13.52
RCT-0000128,1,Automated coherent algorithm,1,4.19,15,3.56
RCT-0000128,2,Visionary human-resource system engine,2,18.77,5,35.66
RCT-0000128,3,Multi-tiered multimedia emulation,3,20.06,0,60.18
RCT-0000128,4,Multi-layered explicit architecture,1,20.73,10,18.66
RCT-0000128,5,Robust leadingedge website,1,6.27,15,5.33
RCT-0000128,6,User-centric static focus group,1,33.26,0,33.26
RCT-0000128,7,Distributed encompassing circuit,1,9.65,10,8.69
RCT-0000129,1,Upgradable tertiary toolset,1,17.19,5,16.33
RCT-0000129,2,Integrated intermediate data-warehouse,1,5.13,0,5.13
RCT-0000129,3,Virtual incremental website,4,27.53,0,110.12
RCT-0000130,1,Triple-buffered bandwidth-monitored toolset,4,19.48,5,74.02
RCT-0000130,2,Multi-channeled mobile attitude,11,9.93,0,109.23
RCT-0000130,3,Grass-roots holistic service-desk,3,8.77,15,22.36
RCT-0000130,4,Compatible heuristic product,1,19.13,0,19.13
RCT-0000131,1,Enhanced asynchronous ability,1,27.47,0,27.47
RCT-0000131,2,Networked high-level architecture,3,6.9,15,17.6
RCT-0000131,3,Up-sized maximized data-warehouse,3,11.38,10,30.73
RCT-0000132,1,Progressive radical implementation,1,8.56,0,8.56
RCT-0000132,2,Vision-oriented composite portal,1,28.51,0,28.51
RCT-0000132,3,Reduced 3rdgeneration hub,1,8.02,5,7.62
RCT-0000132,4,Profound secondary neural-net,1,5.25,10,4.73
RCT-0000132,5,Pre-emptive asymmetric framework,1,19.77,5,18.78
RCT-0000133,1,Pre-emptive system-worthy neural-net,2,31.01,0,62.02
RCT-0000133,2,Inverse dedicated alliance,1,18.93,15,16.09
RCT-0000133,3,Intuitive disintermediate implementation,3,25.79,15,65.76
RCT-0000133,4,Digitized dedicated contingency,1,50.1,0,50.1
RCT-0000133,5,Exclusive high-level hub,3,38.24,5,108.98
RCT-0000134,1,Visionary local moderator,9,41.61,0,374.49
RCT-0000134,2,Open-architected impactful database,2,42.02,10,75.64
RCT-0000134,3,Inverse well-modulated parallelism,1,8.63,0,8.63
RCT-0000134,4,Multi-lateral holistic secured line,1,19.94,0,19.94
RCT-0000134,5,Enterprise-wide encompassing database,5,13.62,5,64.69
RCT-0000134,6,Fundamental bi-directional knowledgebase,1,4.35,10,3.91
RCT-0000134,7,Multi-tiered dynamic moratorium,10,13.45,10,121.05
RCT-0000135,1,Programmable directional hardware,7,26.65,10,167.89
RCT-0000135,2,Cross-platform systematic website,2,17.89,5,33.99
RCT-0000135,3,Open-architected background service-desk,1,11.63,0,11.63
RCT-0000135,4,Cross-group 5thgeneration throughput,2,7.71,0,15.42
RCT-0000135,5,Customer-focused methodical Graphical User Interface,2,18.01,15,30.62
RCT-0000135,6,Cloned web-enabled protocol,1,10.89,10,9.8
RCT-0000135,7,Open-source radical Graphical User Interface,1,26.55,5,25.22
RCT-0000136,1,Operative needs-based complexity,2,25.9,0,51.8
RCT-0000136,2,Extended empowering budgetary management,1,16.17,10,14.55
RCT-0000137,1,Visionary explicit open architecture,1,5.96,15,5.07
RCT-0000137,2,Innovative asynchronous algorithm,1,9.22,0,9.22
RCT-0000137,3,Cross-group systematic support,2,43.55,15,74.03
RCT-0000137,4,Decentralized bottom-line service-desk,3,17.57,0,52.71
RCT-0000137,5,Function-based mission-critical instruction set,2,30.93,5,58.77
RCT-0000137,6,Business-focused interactive artificial intelligence,3,6.13,0,18.39
RCT-0000137,7,Realigned upward-trending benchmark,1,103.89,0,103.89
RCT-0000138,1,Configurable radical structure,1,3.83,0,3.83
RCT-0000138,2,Multi-channeled tangible secured line,5,17.76,5,84.36
RCT-0000138,3,Front-line analyzing utilization,1,3.61,10,3.25
RCT-0000138,4,Total object-oriented collaboration,1,26.55,10,23.89
RCT-0000138,5,Team-oriented local groupware,1,6.92,5,6.57
RCT-0000138,6,Front-line bottom-line installation,1,10.98,0,10.98
RCT-0000138,7,Face-to-face clear-thinking open architecture,4,15.37,0,61.48
RCT-0000139,1,Automated non-volatile analyzer,1,21.32,15,18.12
RCT-0000139,2,Customer-focused maximized neural-net,3,10.84,0,32.52
RCT-0000140,1,Open-architected tangible intranet,2,14.13,15,24.02
RCT-0000140,2,Organic foreground function,1,14.91,0,14.91
RCT-0000140,3,Managed modular firmware,1,12.84,0,12.84
RCT-0000140,4,Sharable coherent alliance,3,10.72,0,32.16
RCT-0000140,5,Decentralized national system engine,1,8.68,5,8.25
RCT-0000140,6,Open-architected disintermediate migration,7,15.49,10,97.59
RCT-0000140,7,Visionary reciprocal artificial intelligence,5,15.12,5,71.82
RCT-0000141,1,Grass-roots heuristic capability,1,7.64,15,6.49
RCT-0000141,2,Object-based explicit firmware,1,10.76,10,9.68
RCT-0000141,3,Visionary bottom-line hub,1,3.63,0,3.63
RCT-0000141,4,Automated intangible Graphical User Interface,1,10.36,0,10.36
RCT-0000141,5,Enhanced local circuit,1,3.7,15,3.15
RCT-0000142,1,Universal incremental leverage,3,8.81,15,22.47
RCT-0000142,2,Enterprise-wide background migration,1,5.99,0,5.99
RCT-0000142,3,Fully-configurable directional orchestration,1,7.15,0,7.15
RCT-0000143,1,Exclusive scalable migration,1,31.77,10,28.59
RCT-0000143,2,Reverse-engineered demand-driven adapter,1,5.49,0,5.49
RCT-0000143,3,Synergized well-modulated toolset,1,9.34,15,7.94
RCT-0000143,4,Grass-roots zero administration array,1,15.37,15,13.06
RCT-0000144,1,Reduced intangible intranet,3,3.18,5,9.06
RCT-0000144,2,Synergistic zero administration framework,1,10.97,10,9.87
RCT-0000144,3,Intuitive value-added capacity,3,14.38,0,43.14
RCT-0000144,4,Front-line modular strategy,1,5.79,0,5.79
RCT-0000144,5,Face-to-face systematic paradigm,1,4.49,0,4.49
RCT-0000144,6,Integrated web-enabled conglomeration,1,21.05,5,20.0
RCT-0000144,7,Self-enabling optimal leverage,1,3.25,10,2.93
RCT-0000144,8,Function-based clear-thinking time-frame,3,9.25,0,27.75
RCT-0000145,1,Right-sized 4thgeneration model,1,5.31,5,5.04
RCT-0000145,2,Programmable context-sensitive encryption,2,2.4,10,4.32
RCT-0000145,3,Up-sized grid-enabled model,1,26.86,5,25.52
RCT-0000145,4,Phased asynchronous complexity,3,19.63,0,58.89
RCT-0000145,5,Open-source 4thgeneration emulation,1,28.69,0,28.69
RCT-0000145,6,Universal static complexity,9,13.41,5,114.66
RCT-0000145,7,Universal disintermediate groupware,4,5.32,15,18.09
RCT-0000145,8,Persistent 24/7 standardization,1,8.59,5,8.16
RCT-0000146,1,Self-enabling user-facing collaboration,2,1.19,5,2.26
RCT-0000146,2,Exclusive uniform application,3,4.36,0,13.08
RCT-0000146,3,Fully-configurable cohesive standardization,1,10.06,10,9.05
RCT-0000146,4,Focused web-enabled array,1,25.49,10,22.94
RCT-0000146,5,Right-sized disintermediate complexity,1,8.64,0,8.64
RCT-0000146,6,Seamless national help-desk,1,15.51,15,13.18
RCT-0000147,1,Optimized executive Local Area Network,6,14.63,0,87.78
RCT-0000147,2,Face-to-face executive hardware,1,5.06,0,5.06
RCT-0000147,3,Multi-tiered 24/7 structure,1,5.14,10,4.63
RCT-0000147,4,Optimized value-added Internet solution,1,19.35,0,19.35
RCT-0000147,5,Decentralized homogeneous hierarchy,1,6.52,0,6.52
RCT-0000147,6,Open-source intangible Graphic Interface,1,16.14,15,13.72
RCT-0000148,1,Object-based bi-directional process improvement,1,6.45,0,6.45
RCT-0000148,2,Centralized systemic Internet solution,1,7.39,0,7.39
RCT-0000148,3,Networked systematic methodology,3,15.9,0,47.7
RCT-0000148,4,Up-sized scalable moderator,7,10.66,0,74.62
RCT-0000148,5,Organized needs-based conglomeration,1,9.54,15,8.11
RCT-0000148,6,Virtual hybrid moderator,3,6.07,15,15.48
RCT-0000149,1,Realigned stable process improvement,1,13.21,5,12.55
RCT-0000149,2,Multi-channeled 3rdgeneration collaboration,3,6.74,0,20.22
RCT-0000149,3,Progressive impactful definition,3,17.53,10,47.33
RCT-0000149,4,Future-proofed even-keeled algorithm,1,6.14,0,6.14
RCT-0000149,5,Fully-configurable hybrid analyzer,1,9.46,5,8.99
RCT-0000150,1,Automated multi-state throughput,1,17.77,15,15.1
RCT-0000150,2,Reactive eco-centric conglomeration,1,14.99,0,14.99
RCT-0000150,3,Universal analyzing info-mediaries,1,15.84,5,15.05
RCT-0000150,4,Up-sized neutral open system,2,11.03,0,22.06
RCT-0000150,5,Multi-layered heuristic approach,1,5.32,15,4.52
RCT-0000150,6,Re-contextualized bottom-line success,1,21.77,10,19.59
RCT-0000150,7,Cross-group value-added capability,1,11.95,5,11.35
